38297 -3685 0 0
OK
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
OK
0 0 0 0
OK
DC_TIMING,run_id=1,n=80,min_ms=6.351,max_ms=6.355,mean_ms=6.353,ina1_fail=0,ina2_fail=0,imu_fail=0
#config,Kp=70,Ki=0,Kd=110,Ko=50,ffScalePct=100,loopHz=20,Ldb_f=157,Lkv_f=178,Ldb_r=142,Lkv_r=190,Rdb_f=146,Rkv_f=155,Rdb_r=100,Rkv_r=201
#run_id,surface,pattern,t_ms,tgtL,tgtR,pwmL,pwmR,encL,encR,velL,velR,curL,curR,curRawL,curRawR,bus_mV,ax,ay,az,gx,gy,gz
3,1,1,550,30,30,278,262,4075,4113,40,42,572,538,5712,5374,11348,1268,1926,19398,-790,920,678
3,1,1,600,30,30,257,246,4117,4155,42,42,444,466,4435,4662,11404,802,1616,15848,-336,-617,607
3,1,1,650,30,30,244,222,4158,4199,41,44,507,458,5069,4574,11460,10,-246,16570,-376,-514,928
3,1,1,700,30,30,222,199,4201,4244,43,45,361,353,3609,3530,11512,282,1356,14956,-661,-7,909
3,1,1,750,30,30,211,178,4242,4289,41,45,265,364,2645,3636,11564,-1188,-456,22200,1674,-497,1262
3,1,1,800,30,30,196,154,4283,4335,41,46,187,317,1863,3173,11608,428,3052,16320,-1263,-364,1301
3,1,1,850,30,30,181,132,4324,4381,41,46,187,263,1870,2632,11652,98,76,16136,124,-219,1523
3,1,1,900,30,30,173,121,4363,4424,39,43,130,241,1299,2409,11684,856,64,17834,-1594,164,1575
3,1,1,950,30,30,164,103,4401,4467,38,43,111,232,1106,2319,11704,-720,-680,18910,-1198,375,1547
3,1,1,1000,30,30,157,85,4438,4510,37,43,80,207,792,2073,11696,-84,1390,14826,-486,-202,1779
3,1,1,1050,30,30,155,74,4473,4551,35,41,64,183,634,1828,11744,-1410,-386,19326,-804,-3,1799
3,1,1,1100,30,30,152,59,4507,4592,34,41,43,195,428,1953,11748,-938,1654,15938,-91,-515,1719
3,1,1,1150,30,30,147,55,4541,4630,34,38,37,179,370,1787,11768,312,1240,14308,-612,-436,1636
3,1,1,1200,30,30,152,48,4572,4667,31,37,28,202,277,2014,11764,-370,868,16420,-1178,314,1437
3,1,1,1250,30,30,154,46,4602,4702,30,35,24,207,236,2067,11768,-746,282,18010,-1193,192,1208
3,1,1,1300,30,30,154,46,4632,4735,30,33,23,218,223,2182,11768,-870,-1848,17808,-822,-84,939
3,1,1,1350,30,30,157,46,4661,4767,29,32,24,208,234,2074,11768,-876,1566,18154,-1237,227,842
3,1,1,1400,30,30,165,54,4688,4796,27,29,31,252,303,2517,11760,-660,114,17534,-606,-158,579
3,1,1,1450,30,30,169,62,4715,4823,27,27,46,268,460,2676,11752,-678,-1202,18568,-406,-55,445
3,1,1,1500,30,30,176,66,4741,4850,26,27,45,293,447,2929,11744,-374,-636,16960,-983,-207,350
3,1,1,1550,30,30,185,77,4766,4875,25,25,60,312,593,3116,11736,700,182,14928,-876,-240,-9
3,1,1,1600,30,30,192,87,4791,4899,25,24,83,308,826,3079,11720,-70,478,17012,-520,63,-147
3,1,1,1650,30,30,199,99,4816,4922,25,23,103,319,1029,3186,11696,104,1036,15956,-541,-271,-650
3,1,1,1700,30,30,213,108,4839,4945,23,23,121,413,1210,4133,11692,382,-320,16502,-981,147,-900
3,1,1,1750,30,30,209,125,4866,4966,27,21,156,353,1559,3530,11672,492,8,17218,-376,-140,-1156
3,1,1,1800,30,30,220,137,4891,4987,25,21,164,387,1637,3868,11652,244,-6,15512,-1009,-243,-1595
3,1,1,1850,30,30,220,146,4918,5009,27,22,203,437,2027,4373,11632,-146,-174,16760,-415,-316,-1832
3,1,1,1900,30,30,227,160,4944,5030,26,21,237,400,2369,4002,11628,-200,-564,16936,-486,171,-1540
3,1,1,1950,30,30,229,172,4971,5051,27,21,245,465,2447,4646,11596,1106,904,15896,-660,219,-1731
3,1,1,2000,0,0,-22,-53,4999,5073,28,22,50,16,494,160,11624,572,1790,16444,-988,1138,-1790
3,1,1,2050,0,0,-43,-69,5022,5091,23,18,36,15,352,146,11824,-3934,764,19056,-588,1409,-1300
3,1,1,2100,0,0,-75,-97,5045,5110,23,19,79,40,787,394,11816,470,1054,14390,-652,-618,-872
3,1,1,2150,0,0,-89,-112,5063,5126,18,16,83,67,825,670,11788,-1906,108,17336,-1023,928,-185
3,1,1,2200,0,0,-99,-127,5077,5140,14,14,145,75,1447,746,11768,-1252,666,16398,-710,63,471
3,1,1,2250,0,0,-100,-132,5086,5150,9,10,131,90,1302,897,11756,-1586,796,16514,-480,-358,485
3,1,1,2300,0,0,-95,-135,5090,5157,4,7,169,90,1690,902,11736,-2430,382,17054,-538,14,1015
3,1,1,2350,0,0,-87,-134,5090,5161,0,4,166,76,1653,759,11736,-442,-34,15864,-513,-598,622
3,1,1,2400,0,0,-87,-126,5090,5161,0,0,157,76,1568,760,11736,-298,94,17010,-658,25,-323
3,1,1,2450,0,0,-87,-119,5090,5159,0,-2,128,76,1273,757,11756,50,44,16542,-566,-137,-447
3,1,1,2500,0,0,-87,-117,5090,5157,0,-2,120,76,1196,761,11764,282,264,16792,-549,-230,-510
3,1,1,2550,0,0,-87,-121,5090,5157,0,0,128,76,1278,761,11760,812,302,16540,-562,-318,-181
3,1,1,2600,0,0,-87,-121,5090,5157,0,0,125,76,1250,758,11760,500,270,16730,-582,-61,245
3,1,1,2650,0,0,-87,-121,5090,5157,0,0,146,76,1460,756,11752,380,144,16714,-610,-20,173
3,1,1,2700,0,0,-87,-121,5090,5157,0,0,146,76,1451,755,11752,274,130,16834,-607,-10,100
3,1,1,2750,0,0,-87,-121,5090,5157,0,0,148,75,1474,751,11752,148,208,16732,-617,-27,187
